KIS_ID,Chromosome,Start_position,End_position,UMAG_ID,Description,Gene_type,Prot_ID,ProteinNames,GeneNames,ProteinLength,Gene_Ontology_biological_process,,,,,,,,,
KIS66951,USMA_521_v2_16,348243,352961,UMAG_05732,hypothetical protein,Hypothetical,12320,Related to phytochrome,UMAG_05732,1572,detection of visible light [GO:0009584]; regulation of DNA-templated transcription [GO:0006355]; regulation of intracellular signal transduction [GO:1902531],,,,,,,,,
KIS66952,USMA_521_v2_16,357071,358286,UMAG_05733,hypothetical protein,Hypothetical,12321,Glycoprotein,UMAG_05733,320,,,,,,,,,,
KIS66953,USMA_521_v2_16,358765,359756,UMAG_05734,Rho family GTPase RHO1,Annotated,12322,Rho family GTPase RHO1,UMAG_05734,194,(1->3)-beta-D-glucan biosynthetic process [GO:0006075]; actin cytoskeleton reorganization [GO:0031532]; actin filament organization [GO:0007015]; budding cell bud growth [GO:0007117]; cellular bud neck septin ring organization [GO:0032186]; cortical cytoskeleton organization [GO:0030865]; establishment or maintenance of cell polarity [GO:0007163]; positive regulation of endocytosis [GO:0045807]; positive regulation of mitotic actomyosin contractile ring assembly [GO:1903501]; positive regulation of protein kinase C signaling [GO:0090037]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell shape [GO:0008360]; regulation of cell size [GO:0008361]; regulation of cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0090334]; regulation of exocyst localization [GO:0060178]; regulation of fungal-type cell wall organization [GO:0060237]; regulation of protein localization [GO:0032880]; regulation of secondary cell septum biogenesis [GO:1903395]; regulation of vacuole fusion, non-autophagic [GO:0032889]; small GTPase mediated signal transduction [GO:0007264],,,,,,,,
KIS66954,USMA_521_v2_16,363819,366332,UMAG_05736,hypothetical protein,Hypothetical,12323,Peptidase A1 domain-containing protein,UMAG_05736,837,fungal-type cell wall organization [GO:0031505]; proteolysis [GO:0006508],,,,,,,,,
KIS66955,USMA_521_v2_16,366655,369093,UMAG_05737,hypothetical protein,Hypothetical,12324,RING-type domain-containing protein,UMAG_05737,812,protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511],,,,,,,,,
KIS66956,USMA_521_v2_16,371556,374102,UMAG_05739,hypothetical protein,Hypothetical,12325,ThiF domain-containing protein,UMAG_05739,848,cyclic threonylcarbamoyladenosine biosynthetic process [GO:0061504],,,,,,,,,
KIS66957,USMA_521_v2_16,374287,376119,UMAG_05740,putative dihydroxy-acid dehydratase ILV3,Putative,12326,Dihydroxy-acid dehydratase (EC 4.2.1.9),UMAG_05740,610,branched-chain amino acid biosynthetic process [GO:0009082]; cellular amino acid biosynthetic process [GO:0008652],,,,,,,,,
KIS66958,USMA_521_v2_16,376948,377532,UMAG_05741,hypothetical protein,Hypothetical,12327,GPI anchored protein,UMAG_05741,159,,,,,,,,,,
KIS66959,USMA_521_v2_16,378212,378955,UMAG_05742,hypothetical protein,Hypothetical,12328,DUF788-domain-containing protein,UMAG_05742,187,vacuolar protein processing [GO:0006624],,,,,,,,,
KIS66960,USMA_521_v2_16,379913,380284,UMAG_12313,hypothetical protein,Hypothetical,12329,Lipoprotein,UMAG_12313,123,,,,,,,,,,
KIS66961,USMA_521_v2_16,380372,383596,UMAG_10915,putative DEAH-box RNA-dependent ATPase,Putative,12330,Putative DEAH-box RNA-dependent ATPase,UMAG_10915,1074,,,,,,,,,,
KIS66962,USMA_521_v2_16,383945,386623,UMAG_10916,hypothetical protein,Hypothetical,12331,UV radiation resistance protein and autophagy-related subunit 14-domain-containing protein,UMAG_10916,892,SNARE complex assembly [GO:0035493],,,,,,,,,
KIS66963,USMA_521_v2_16,387297,388131,UMAG_10917,putative RING-box protein 1,Putative,12332,Putative RING-box protein 1,UMAG_10917,106,G1/S transition of mitotic cell cycle [GO:0000082]; positive regulation of glucose transmembrane transport [GO:0010828]; protein ubiquitination [GO:0016567]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; silent mating-type cassette heterochromatin assembly [GO:0030466]; ubiquitin-dependent protein catabolic process [GO:0006511],,,,,,,,,
KIS66964,USMA_521_v2_16,388374,392279,UMAG_05745,hypothetical protein,Hypothetical,12333,Elongator complex protein 2,UMAG_05745,1301,biosynthetic process [GO:0009058]; tRNA wobble uridine modification [GO:0002098],,,,,,,,,
KIS66965,USMA_521_v2_16,392788,394305,UMAG_05746,hypothetical protein,Hypothetical,12334,Arginyltransferase (EC 2.3.2.8),UMAG_05746,505,protein arginylation [GO:0016598],,,,,,,,,
KIS66966,USMA_521_v2_16,394440,394906,UMAG_10918,Brh2-interacting protein Dss1,Annotated,12335,Brh2-interacting protein Dss1,UMAG_10918,119,double-strand break repair via homologous recombination [GO:0000724]; mRNA export from nucleus [GO:0006406]; proteasome assembly [GO:0043248],,,,,,,,,
KIS66967,USMA_521_v2_16,396505,400755,UMAG_05747,hypothetical protein,Hypothetical,12336,Protein transport protein SEC31,SEC31,UMAG_05747,1416,COPII-coated vesicle cargo loading [GO:0090110]; endoplasmic reticulum organization [GO:0007029]; intracellular protein transport [GO:0006886],,,,,,,,
KIS66968,USMA_521_v2_16,401288,402102,UMAG_05748,hypothetical protein,Hypothetical,12337,DUF1681 domain-containing protein,UMAG_05748,217,endocytosis [GO:0006897]; vesicle-mediated transport [GO:0016192],,,,,,,,,
KIS66969,USMA_521_v2_16,402339,406769,UMAG_05749,hypothetical protein,Hypothetical,12338,Protein ROD1,UMAG_05749,1476,,,,,,,,,,
KIS66970,USMA_521_v2_16,408654,410261,UMAG_05750,hypothetical protein,Hypothetical,12339,Reverse transcriptase domain-containing protein,UMAG_05750,535,,,,,,,,,,
KIS66971,USMA_521_v2_16,420967,423765,UMAG_05753,hypothetical protein,Hypothetical,12340,Anaphase-promoting complex subunit 4,UMAG_05753,932,anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell cycle [GO:0007049]; cell division [GO:0051301]; protein K11-linked ubiquitination [GO:0070979]; regulation of mitotic metaphase/anaphase transition [GO:0030071],,,,,,,,,
KIS66972,USMA_521_v2_16,424148,425320,UMAG_05754,putative electron transfer flavoprotein alpha chain precursor,Putative,12341,Probable electron transfer flavoprotein subunit alpha,UMAG_05754,350,fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539],,,,,,,,,
KIS66973,USMA_521_v2_16,426092,427573,UMAG_05755,hypothetical protein,Hypothetical,12342,DHH phosphoesterase,UMAG_05755,493,,,,,,,,,,
KIS66974,USMA_521_v2_16,427709,430189,UMAG_05756,hypothetical protein,Hypothetical,12343,ATP-dependent DNA helicase II subunit 2 (EC 3.6.4.12) (ATP-dependent DNA helicase II subunit Ku80),UMAG_05756,826,cellular response to gamma radiation [GO:0071480]; cellular response to X-ray [GO:0071481]; DNA recombination [GO:0006310]; double-strand break repair via nonhomologous end joining [GO:0006303]; telomere maintenance [GO:0000723],,,,,,,,,
KIS66975,USMA_521_v2_16,430786,431780,UMAG_12021,hypothetical protein,Hypothetical,12344,Isochorismatase domain-containing protein,UMAG_12021,213,,,,,,,,,,
KIS66976,USMA_521_v2_16,433218,436328,UMAG_05758,hypothetical protein,Hypothetical,12345,Deacetylase sirtuin-type domain-containing protein,UMAG_05758,1036,,,,,,,,,,
KIS66977,USMA_521_v2_16,436770,437424,UMAG_12022,hypothetical protein,Hypothetical,12346,Selenoprotein W family protein,UMAG_12022,190,,,,,,,,,,
KIS66978,USMA_521_v2_16,437563,439869,UMAG_12023,hypothetical protein,Hypothetical,11961,Integral membrane protein,UMAG_12023,768,,,,,,,,,,
KIS66978,USMA_521_v2_16,437563,439869,UMAG_12023,hypothetical protein,Hypothetical,12347,Integral membrane protein,UMAG_12023,768,,,,,,,,,,
KIS66979,USMA_521_v2_16,440808,445109,UMAG_05760,hypothetical protein,Hypothetical,12348,Membrane-associated protein,UMAG_05760,1433,,,,,,,,,,
KIS66980,USMA_521_v2_16,446086,446961,UMAG_05761,EB1-like protein,Annotated,12349,EB1-like protein,UMAG_05761,291,attachment of mitotic spindle microtubules to kinetochore [GO:0051315]; cell division [GO:0051301]; dynein-driven meiotic oscillatory nuclear movement [GO:0030989]; karyogamy involved in conjugation with cellular fusion [GO:0000742]; nuclear migration involved in conjugation with cellular fusion [GO:0000743]; protein localization to microtubule plus-end [GO:1904825]; regulation of microtubule polymerization or depolymerization [GO:0031110]; spindle assembly [GO:0051225],,,,,,,,,
KIS66981,USMA_521_v2_16,447370,450054,UMAG_12024,hypothetical protein,Hypothetical,12350,Homeobox domain-containing protein,UMAG_12024,726,cell differentiation [GO:0030154]; regulation of transcription by RNA polymerase II [GO:0006357],,,,,,,,,
KIS66982,USMA_521_v2_16,454381,455877,UMAG_05764,hypothetical protein,Hypothetical,12351,Related to Malic acid transport protein,UMAG_05764,498,,,,,,,,,,
KIS66983,USMA_521_v2_16,459295,460271,UMAG_05766,putative tricarboxylate secondary active transmembrane transporter,Putative,12352,Putative tricarboxylate secondary active transmembrane transporter,UMAG_05766,297,alpha-ketoglutarate transport [GO:0015742]; mitochondrial citrate transmembrane transport [GO:0006843],,,,,,,,,
KIS66984,USMA_521_v2_16,460735,461676,UMAG_11581,hypothetical protein,Hypothetical,12353,FAD/NAD(P)-binding domain-containing protein,UMAG_11581,314,,,,,,,,,,
KIS66985,USMA_521_v2_16,462659,467344,UMAG_05767,hypothetical protein,Hypothetical,12354,Related to ATP-dependent RNA helicase,UMAG_05767,1561,,,,,,,,,,
KIS66986,USMA_521_v2_16,467819,471244,UMAG_11582,hypothetical protein,Hypothetical,12355,Zn(2)-C6 fungal-type domain-containing protein,UMAG_11582,1141,regulation of DNA-templated transcription [GO:0006355],,,,,,,,,
KIS66987,USMA_521_v2_16,471368,472915,UMAG_05769,hypothetical protein,Hypothetical,12356,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,UMAG_05769,515,protein N-linked glycosylation via asparagine [GO:0018279],,,,,,,,,
KIS66988,USMA_521_v2_16,473686,476223,UMAG_05770,TSD2 protein, required for DNA replication,Annotated,12357,Protein TSD2,TSD2,UMAG_05770,845,DNA replication initiation [GO:0006270]; double-strand break repair via break-induced replication [GO:0000727]; mitotic DNA replication preinitiation complex assembly [GO:1902977],,,,,,,
KIS66989,USMA_521_v2_16,476436,481997,UMAG_05771,hypothetical protein,Hypothetical,11787,RING-type domain-containing protein,UMAG_05771,1853,positive regulation of GTPase activity [GO:0043547]; Ras protein signal transduction [GO:0007265],,,,,,,,,
KIS66989,USMA_521_v2_16,476436,481997,UMAG_05771,hypothetical protein,Hypothetical,12358,RING-type domain-containing protein,UMAG_05771,1853,positive regulation of GTPase activity [GO:0043547]; Ras protein signal transduction [GO:0007265],,,,,,,,,
KIS66990,USMA_521_v2_16,484001,484515,UMAG_05772,hypothetical protein,Hypothetical,12359,Uncharacterized protein,UMAG_05772,152,,,,,,,,,,
KIS66991,USMA_521_v2_16,486141,487730,UMAG_05773,hypothetical protein,Hypothetical,12360,GATA-type domain-containing protein,UMAG_05773,529,regulation of DNA-templated transcription [GO:0006355],,,,,,,,,
KIS66992,USMA_521_v2_16,488425,489282,UMAG_05774,hypothetical protein,Hypothetical,12361,Peptidase_M43 domain-containing protein,UMAG_05774,285,,,,,,,,,,
KIS66993,USMA_521_v2_16,492443,493024,UMAG_11583,hypothetical protein,Hypothetical,12362,zf-CHCC domain-containing protein,UMAG_11583,161,mitochondrial electron transport, NADH to ubiquinone [GO:0006120],,,,,,,,
KIS66994,USMA_521_v2_16,493833,495380,UMAG_05776,putative cysteine desulfurase (tRNA splicing protein SPL1),Putative,12363,Cysteine desulfurase (EC 2.8.1.7),UMAG_05776,515,[2Fe-2S] cluster assembly [GO:0044571]; cellular iron ion homeostasis [GO:0006879]; iron-sulfur cluster assembly [GO:0016226]; mitochondrial tRNA thio-modification [GO:0070903]; tRNA wobble position uridine thiolation [GO:0002143],,,,,,,,,
KIS66995,USMA_521_v2_16,497221,501030,UMAG_05777,hypothetical protein,Hypothetical,12364,DUF1212-domain-containing protein,UMAG_05777,1269,,,,,,,,,,
KIS66996,USMA_521_v2_16,501380,501818,UMAG_12314,hypothetical protein,Hypothetical,12365,Type III effector protein,UMAG_12314,112,,,,,,,,,,
KIS66997,USMA_521_v2_16,502420,503445,UMAG_11584,hypothetical protein,Hypothetical,12366,Related to 50S ribosomal protein L22,UMAG_11584,300,ribosome assembly [GO:0042255]; translation [GO:0006412],,,,,,,,,
KIS66998,USMA_521_v2_16,503629,504414,UMAG_05780,hypothetical protein,Hypothetical,12367,Secreted RxLR effector peptide protein,UMAG_05780,261,,,,,,,,,,
KIS66999,USMA_521_v2_16,505481,506470,UMAG_05781,hypothetical protein,Hypothetical,12368,Secreted protein,UMAG_05781,329,,,,,,,,,,
KIS67000,USMA_521_v2_16,507558,509585,UMAG_05782,capsule-associated protein-like protein,Annotated,12369,Capsule-associated protein-like protein,UMAG_05782,675,,,,,,,,,,
KIS67001,USMA_521_v2_16,510044,511483,UMAG_05783,hypothetical protein,Hypothetical,12370,UDP-galactose transporter,UMAG_05783,479,,,,,,,,,,
KIS67002,USMA_521_v2_16,513002,514930,UMAG_11585,hypothetical protein,Hypothetical,12371,CAP10 domain-containing protein,UMAG_11585,642,,,,,,,,,,
KIS67003,USMA_521_v2_16,516428,517753,UMAG_05785,acyl transferase-like protein,Annotated,12372,Acyl transferase-like protein,UMAG_05785,441,cellular polysaccharide biosynthetic process [GO:0033692],,,,,,,,,
KIS67004,USMA_521_v2_16,519761,521008,UMAG_05786,hypothetical protein,Hypothetical,12373,Nucleotide-sugar transporter,UMAG_05786,415,,,,,,,,,,
KIS67005,USMA_521_v2_16,522109,524091,UMAG_05787,hypothetical protein,Hypothetical,12374,EF-hand domain-containing protein,UMAG_05787,660,carbohydrate phosphorylation [GO:0046835]; N-glycan processing to lysosome [GO:0016256],,,,,,,,,
KIS67006,USMA_521_v2_16,524150,525444,UMAG_11586,hypothetical protein,Hypothetical,12375,Arrestin_C domain-containing protein,UMAG_11586,387,,,,,,,,,,
KIS67007,USMA_521_v2_16,526364,527003,UMAG_05789,hypothetical protein,Hypothetical,12376,N-acetyltransferase domain-containing protein,UMAG_05789,182,,,,,,,,,,
KIS67008,USMA_521_v2_16,527374,529764,UMAG_05790,hypothetical protein,Hypothetical,12377,Zn(2)-C6 fungal-type domain-containing protein,UMAG_05790,796,,,,,,,,,,
KIS67009,USMA_521_v2_16,529888,531588,UMAG_05791,hypothetical protein,Hypothetical,12378,Cytochrome P450,UMAG_05791,566,,,,,,,,,,
KIS67010,USMA_521_v2_16,532565,534067,UMAG_05792,hypothetical protein,Hypothetical,12379,Chitin deacetylase (EC 3.5.1.41),UMAG_05792,462,cell wall organization [GO:0071555]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272],,,,,,,,,
KIS67011,USMA_521_v2_16,536361,536609,UMAG_11587,hypothetical protein,Hypothetical,12380,DUF2922 domain-containing protein,UMAG_11587,82,,,,,,,,,,
KIS67012,USMA_521_v2_16,538673,543259,UMAG_05794,putative ATP-binding cassette glutathione S-conjugate transporter,Putative,12381,Putative ATP-binding cassette glutathione S-conjugate transporter,UMAG_05794,1528,transmembrane transport [GO:0055085],,,,,,,,,
KIS67013,USMA_521_v2_16,543753,545309,UMAG_05795,hypothetical protein,Hypothetical,12382,MFS general substrate transporter,UMAG_05795,518,,,,,,,,,,
KIS67014,USMA_521_v2_16,546799,548542,UMAG_05796,hypothetical protein,Hypothetical,12383,ANK_REP_REGION domain-containing protein,UMAG_05796,561,alkaloid metabolic process [GO:0009820],,,,,,,,,
KIS67015,USMA_521_v2_16,549949,551425,UMAG_12315,hypothetical protein,Hypothetical,12384,Uncharacterized protein,UMAG_12315,466,,,,,,,,,,
KIS67814,USMA_521_v2_11,1156,5256,UMAG_03871,hypothetical protein,Hypothetical,11163,Histone deacetylation protein Rxt3,UMAG_03871,1366,histone deacetylation [GO:0016575],,,,,,,,,
KIS67815,USMA_521_v2_11,6214,6912,UMAG_03872,hypothetical protein,Hypothetical,11164,ESCRT-II complex component,UMAG_03872,232,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328],,,,,,,,,
KIS67816,USMA_521_v2_11,7304,7999,UMAG_03873,putative uracil phosphoribosyltransferase,Putative,11165,Putative uracil phosphoribosyltransferase,UMAG_03873,231,pyrimidine-containing compound salvage [GO:0008655],,,,,,,,,
KIS67817,USMA_521_v2_11,8653,12033,UMAG_03874,hypothetical protein,Hypothetical,11166,DH domain-containing protein,UMAG_03874,1126,,,,,,,,,,
KIS67818,USMA_521_v2_11,12705,13056,UMAG_03875,hypothetical protein,Hypothetical,11167,Phasin_2 domain-containing protein,UMAG_03875,82,attachment of spindle microtubules to kinetochore [GO:0008608],,,,,,,,,
KIS67819,USMA_521_v2_11,14322,17441,UMAG_03876,hypothetical protein,Hypothetical,11168,Chloride channel protein,UMAG_03876,1039,,,,,,,,,,
KIS67820,USMA_521_v2_11,17763,20825,UMAG_03877,hypothetical protein,Hypothetical,11169,Protein kinase domain-containing protein,UMAG_03877,1020,,,,,,,,,,
KIS67821,USMA_521_v2_11,21718,22392,UMAG_11509,hypothetical protein,Hypothetical,11170,Related to TSR2-Twenty S rRNA accumulation protein,UMAG_11509,224,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462],,,,,,,
KIS67822,USMA_521_v2_11,22856,25465,UMAG_11510,hypothetical protein,Hypothetical,11171,BRO1 domain-containing protein,UMAG_11510,869,multivesicular body sorting pathway [GO:0071985],,,,,,,,,
KIS67823,USMA_521_v2_11,25745,27023,UMAG_03880,hypothetical protein,Hypothetical,11172,PLC-like phosphodiesterase,UMAG_03880,378,lipid metabolic process [GO:0006629],,,,,,,,,
KIS67824,USMA_521_v2_11,27876,28523,UMAG_03881,hypothetical protein,Hypothetical,11173,SHSP domain-containing protein,UMAG_03881,215,protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to salt stress [GO:0009651],,,,,,,,,
KIS67825,USMA_521_v2_11,32753,41335,UMAG_03883,hypothetical protein,Hypothetical,11174,Related to WD repeat and FYVE domain-containing protein 3,UMAG_03883,2860,protein localization [GO:0008104],,,,,,,,,
KIS67826,USMA_521_v2_11,42223,45588,UMAG_03884,hypothetical protein,Hypothetical,11175,DUF221-domain-containing protein,UMAG_03884,1121,,,,,,,,,,
KIS67827,USMA_521_v2_11,48120,50611,UMAG_11511,hypothetical protein,Hypothetical,11176,RRM domain-containing protein,UMAG_11511,235,mRNA export from nucleus [GO:0006406]; poly(A)+ mRNA export from nucleus [GO:0016973],,,,,,,,,
KIS67828,USMA_521_v2_11,51440,54461,UMAG_03886,hypothetical protein,Hypothetical,11177,BRCT domain-containing protein,UMAG_03886,919,DNA double-strand break attachment to nuclear envelope [GO:1990683]; double-strand break repair [GO:0006302],,,,,,,,,
KIS67829,USMA_521_v2_11,54621,55654,UMAG_11512,hypothetical protein,Hypothetical,11178,Hydrolase_4 domain-containing protein,UMAG_11512,312,,,,,,,,,,
KIS67830,USMA_521_v2_11,60376,61976,UMAG_03888,hypothetical protein,Hypothetical,11179,MFS domain-containing protein,UMAG_03888,498,transmembrane transport [GO:0055085],,,,,,,,,
KIS67831,USMA_521_v2_11,62371,63350,UMAG_12244,hypothetical protein,Hypothetical,11180,Sm domain-containing protein,UMAG_12244,240,mRNA splicing, via spliceosome [GO:0000398]; rRNA processing [GO:0006364],,,,,,,,
